"Region","Year","TyphoidRate","DiarrheaRate","HepatitisRate","UnsafeRisk","Series.Name","AvgValue"
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"People using safely managed drinking water services (% of population)",69.3401549738462
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"People using safely managed sanitation services (% of population)",57.75936453625
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"Population density (people per sq. km of land area)",196.493755376143
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"Population, total",28558112.5
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",57.5064007451
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",392.072995708238
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"People practicing open defecation (% of population)",7.70049410076471
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"People using at least basic drinking water services (% of population)",84.4746331247619
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"People using at least basic sanitation services (% of population)",81.5223305514286
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"People using safely managed drinking water services (% of population)",70.0536810246154
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"People using safely managed sanitation services (% of population)",58.289409715
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"Population density (people per sq. km of land area)",196.699968985619
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"Population, total",29202639.1818182
"Eastern Mediterranean Region",2011,0.04,14.76,0.72,3.26,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",61.6475087778
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",397.69536000919
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"People practicing open defecation (% of population)",7.26292105352941
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"People using at least basic drinking water services (% of population)",85.028170072381
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"People using at least basic sanitation services (% of population)",82.1746540195238
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"People using safely managed drinking water services (% of population)",70.7902815053846
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"People using safely managed sanitation services (% of population)",58.80446933875
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"Population density (people per sq. km of land area)",200.778249203857
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"Population, total",29849140.2727273
"Eastern Mediterranean Region",2012,0.04,14.46,0.72,3.15,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",63.73757027165
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",402.108690551095
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"People practicing open defecation (% of population)",6.82963424223529
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"People using at least basic drinking water services (% of population)",85.5770666128571
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"People using at least basic sanitation services (% of population)",82.8257008666667
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"People using safely managed drinking water services (% of population)",71.4910978723077
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"People using safely managed sanitation services (% of population)",59.360403770625
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"Population density (people per sq. km of land area)",208.945668264048
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"Population, total",30510044
"Eastern Mediterranean Region",2013,0.04,14.11,0.71,3.09,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",65.61753111655
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",405.651544748238
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"People practicing open defecation (% of population)",6.40061728764706
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"People using at least basic drinking water services (% of population)",86.1247238109524
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"People using at least basic sanitation services (% of population)",83.4686099561905
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"People using safely managed drinking water services (% of population)",72.1929632761538
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"People using safely managed sanitation services (% of population)",59.92241730875
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"Population density (people per sq. km of land area)",218.845815679381
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"Population, total",31137507.9545455
"Eastern Mediterranean Region",2014,0.03,13.74,0.71,2.92,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",67.82386522325
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",410.824593421571
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"People practicing open defecation (% of population)",5.97587643470588
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"People using at least basic drinking water services (% of population)",86.6746955509524
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"People using at least basic sanitation services (% of population)",84.1012561409524
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"People using safely managed drinking water services (% of population)",72.8579627015385
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"People using safely managed sanitation services (% of population)",60.497655965
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"Population density (people per sq. km of land area)",225.417230875619
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"Population, total",31782750.8181818
"Eastern Mediterranean Region",2015,0.03,13.45,0.7,2.8,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",71.3301827045
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",417.91852618919
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"People practicing open defecation (% of population)",5.55533752376471
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"People using at least basic drinking water services (% of population)",87.2234287428571
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"People using at least basic sanitation services (% of population)",84.7287387523809
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"People using safely managed drinking water services (% of population)",73.4377820646154
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"People using safely managed sanitation services (% of population)",61.1209923725
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"Population density (people per sq. km of land area)",230.901201599095
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"Population, total",32399133.2272727
"Eastern Mediterranean Region",2016,0.03,13.16,0.7,2.67,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",73.626982263
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",431.476360421095
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"People practicing open defecation (% of population)",5.15315946558824
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"People using at least basic drinking water services (% of population)",87.7706784114286
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"People using at least basic sanitation services (% of population)",85.3526942976191
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"People using safely managed drinking water services (% of population)",73.9384155238461
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"People using safely managed sanitation services (% of population)",61.766517295625
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"Population density (people per sq. km of land area)",237.240239591619
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"Population, total",32984044.2727273
"Eastern Mediterranean Region",2017,0.03,12.79,0.69,2.57,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",73.2498499563
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",433.747064150143
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"People practicing open defecation (% of population)",4.76545783223529
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"People using at least basic drinking water services (% of population)",88.3643420980952
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"People using at least basic sanitation services (% of population)",85.9552640819048
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"People using safely managed drinking water services (% of population)",74.4369599146154
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"People using safely managed sanitation services (% of population)",62.41376354625
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"Population density (people per sq. km of land area)",239.34278170081
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"Population, total",33553349.0454545
"Eastern Mediterranean Region",2018,0.03,12.43,0.68,2.4,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",74.0930436007
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",433.308365340619
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"People practicing open defecation (% of population)",4.40762994423529
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"People using at least basic drinking water services (% of population)",88.8547814547619
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"People using at least basic sanitation services (% of population)",86.5173028080952
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"People using safely managed drinking water services (% of population)",74.8320028076923
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"People using safely managed sanitation services (% of population)",63.05030538875
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"Population density (people per sq. km of land area)",239.682212509095
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"Population, total",34156415.9545455
"Eastern Mediterranean Region",2019,0.03,12.14,0.67,2.28,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",74.57636015315
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",431.253740068714
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"People practicing open defecation (% of population)",4.06791453382353
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"People using at least basic drinking water services (% of population)",89.3134692133333
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"People using at least basic sanitation services (% of population)",86.9488601957143
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"People using safely managed drinking water services (% of population)",75.20041739
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"People using safely managed sanitation services (% of population)",63.580784138125
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"Population density (people per sq. km of land area)",240.516440190619
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"Population, total",34821501
"Eastern Mediterranean Region",2020,0.03,11.07,0.62,1.72,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",70.9308024981
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",430.398791680619
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"People practicing open defecation (% of population)",3.78614193258824
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"People using at least basic drinking water services (% of population)",89.7219293947619
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"People using at least basic sanitation services (% of population)",87.2359410657143
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"People using safely managed drinking water services (% of population)",75.4674489861539
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"People using safely managed sanitation services (% of population)",63.877665955625
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"Population density (people per sq. km of land area)",242.710988120476
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"Population, total",35375734.4090909
"Eastern Mediterranean Region",2021,0.02,10.96,0.6,1.49,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",73.41091647025
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",32.6113729797143
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"People practicing open defecation (% of population)",25.9388451617778
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"People using at least basic drinking water services (% of population)",82.98229291
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"People using at least basic sanitation services (% of population)",49.68673914
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"People using safely managed drinking water services (% of population)",38.4426778242857
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"People using safely managed sanitation services (% of population)",23.6547845343333
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"Population density (people per sq. km of land area)",307.067591757273
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"Population, total",144179356.909091
"South-East Asia Region",2000,0.22,21.77,0.83,10.13,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",64.1032180406667
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",32.8799489745714
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"People practicing open defecation (% of population)",24.7696590117778
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"People using at least basic drinking water services (% of population)",83.584612974
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"People using at least basic sanitation services (% of population)",51.0448415488889
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"People using safely managed drinking water services (% of population)",38.8265474957143
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"People using safely managed sanitation services (% of population)",24.499671473
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"Population density (people per sq. km of land area)",312.278659394545
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"Population, total",146663349.545455
"South-East Asia Region",2001,0.22,21.73,0.82,9.71,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",63.5413954496667
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.1961440167143
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"People practicing open defecation (% of population)",23.5587999373333
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"People using at least basic drinking water services (% of population)",84.191099469
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"People using at least basic sanitation services (% of population)",52.5989077755556
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"People using safely managed drinking water services (% of population)",39.2051415357143
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"People using safely managed sanitation services (% of population)",25.3818978423333
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"Population density (people per sq. km of land area)",317.232426975455
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"Population, total",149090501.181818
"South-East Asia Region",2002,0.21,21.72,0.8,9.39,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",68.8884354648333
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.5123390587143
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"People practicing open defecation (% of population)",22.3583734377778
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"People using at least basic drinking water services (% of population)",84.794384366
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"People using at least basic sanitation services (% of population)",54.1586098811111
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"People using safely managed drinking water services (% of population)",39.5868473471429
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"People using safely managed sanitation services (% of population)",26.2702078033333
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"Population density (people per sq. km of land area)",321.84095182
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"Population, total",151448946.727273
"South-East Asia Region",2003,0.2,21.73,0.78,9.16,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",79.1533981925
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.1625164378571
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"People practicing open defecation (% of population)",21.1685319451111
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"People using at least basic drinking water services (% of population)",85.388157612
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"People using at least basic sanitation services (% of population)",55.7236136633333
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"People using safely managed drinking water services (% of population)",39.96621697
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"People using safely managed sanitation services (% of population)",27.326943385
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"Population density (people per sq. km of land area)",326.268220876364
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"Population, total",153780188.363636
"South-East Asia Region",2004,0.19,21.71,0.77,8.7,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",84.7805562753333
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.0528533227143
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"People practicing open defecation (% of population)",19.9902721743333
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"People using at least basic drinking water services (% of population)",85.947131047
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"People using at least basic sanitation services (% of population)",57.3012508944444
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"People using safely managed drinking water services (% of population)",40.3200871557143
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"People using safely managed sanitation services (% of population)",28.3653198433333
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"Population density (people per sq. km of land area)",330.544898208182
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"Population, total",156050778.454545
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",85.8508349113333
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.294217887
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"People practicing open defecation (% of population)",18.8289141745556
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"People using at least basic drinking water services (% of population)",86.495167636
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"People using at least basic sanitation services (% of population)",58.86860925
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"People using safely managed drinking water services (% of population)",40.6719538914286
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"People using safely managed sanitation services (% of population)",29.40160891
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"Population density (people per sq. km of land area)",335.475392961818
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"Population, total",158272084.272727
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",103.007541074667
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.5627933355714
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"People practicing open defecation (% of population)",17.6855095751111
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"People using at least basic drinking water services (% of population)",87.038144767
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"People using at least basic sanitation services (% of population)",60.4305147022222
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"People using safely managed drinking water services (% of population)",41.0263722914286
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"People using safely managed sanitation services (% of population)",30.45588705
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"Population density (people per sq. km of land area)",341.266767356364
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"Population, total",160444591.090909
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",106.196316257
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.7769470155714
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"People practicing open defecation (% of population)",16.5508291806667
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"People using at least basic drinking water services (% of population)",87.580163684
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"People using at least basic sanitation services (% of population)",62.0158044766667
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"People using safely managed drinking water services (% of population)",41.3835308414286
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"People using safely managed sanitation services (% of population)",31.5156678133333
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"Population density (people per sq. km of land area)",347.257476024545
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"Population, total",162546612.454545
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",114.1467424755
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",33.0840712161429
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"People practicing open defecation (% of population)",15.4252831663333
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"People using at least basic drinking water services (% of population)",88.119348088
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"People using at least basic sanitation services (% of population)",63.6058586188889
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"People using safely managed drinking water services (% of population)",41.7459217685714
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"People using safely managed sanitation services (% of population)",32.47468253
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"Population density (people per sq. km of land area)",353.281481559091
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"Population, total",164664443.727273
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",171.4472379195
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",32.3911954171429
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"People practicing open defecation (% of population)",14.3092576234444
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"People using at least basic drinking water services (% of population)",88.655378203
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"People using at least basic sanitation services (% of population)",65.2025077655556
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"People using safely managed drinking water services (% of population)",42.1115051528571
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"People using safely managed sanitation services (% of population)",33.4281212716667
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"Population density (people per sq. km of land area)",359.376945334545
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"Population, total",166813463.454545
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",511.628663206
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",34.276545987
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"People practicing open defecation (% of population)",13.2047057581111
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"People using at least basic drinking water services (% of population)",89.185584353
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"People using at least basic sanitation services (% of population)",66.8040402433333
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"People using safely managed drinking water services (% of population)",42.96040267
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"People using safely managed sanitation services (% of population)",34.3802147183333
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"Population density (people per sq. km of land area)",365.601466405455
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"Population, total",168952524
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",121.812939047833
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",34.4067945141429
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"People practicing open defecation (% of population)",12.1086372863333
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"People using at least basic drinking water services (% of population)",89.713003557
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"People using at least basic sanitation services (% of population)",68.4122759388889
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"People using safely managed drinking water services (% of population)",43.8390038471429
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"People using safely managed sanitation services (% of population)",35.3342740083333
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"Population density (people per sq. km of land area)",371.976092158182
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"Population, total",171079250.454545
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",124.778999532167
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",34.5370430427143
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"People practicing open defecation (% of population)",11.0213521065556
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"People using at least basic drinking water services (% of population)",90.237964858
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"People using at least basic sanitation services (% of population)",70.0264773377778
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"People using safely managed drinking water services (% of population)",44.4829858785714
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"People using safely managed sanitation services (% of population)",36.2909976666667
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"Population density (people per sq. km of land area)",377.264052217273
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"Population, total",173100943.272727
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",133.3966282815
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",34.6672915698571
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"People practicing open defecation (% of population)",9.95150045277778
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"People using at least basic drinking water services (% of population)",90.760573652
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"People using at least basic sanitation services (% of population)",71.6465741611111
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"People using safely managed drinking water services (% of population)",45.2356019814286
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"People using safely managed sanitation services (% of population)",37.3260777916667
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"Population density (people per sq. km of land area)",383.728241896364
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"Population, total",175113437.363636
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",143.740990743833
"South-East Asia Region",2015,0.1,21.36,0.57,5.55,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",34.7975400984286
