Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Lithuania,LTU,7.37071719165767,8.59494542364226,9.52309092450421,10.9463333708573,12.1405263439675,13.6438004435714,14.9582769737767,16.9690812755559,21.253456462886,23.2270796440771,32.5460288802809,57.2205448470838,69.6980475458045,87.0483472572028,112.965874062461,108.802919898386,138.521909645355,172.270498093993,184.018790610589,192.625996380167,192.708467307676,205.003299823782
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Luxembourg,LUX,679.398193560729,716.935783527921,758.084708474349,797.362216858189,852.384492717286,896.501224622264,976.088563323398,1084.40101958785,1111.98471013493,1107.56028957744,1134.72330779124,1178.76640871948,1243.88676799468,1328.00406413857,1276.92065773391,1340.88357625307,1420.3167134421,1401.1558723355,1238.92271204609,1350.05062670868,1379.7476143447,1478.65346974666
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Madagascar,MDG,0.575098935890183,0.608690826350181,0.532465412695712,0.583800938925079,0.613687593980555,0.642033817155971,0.676694067017599,0.715337116144452,0.763355068167239,0.732983394332568,0.737522318831756,0.749163570639018,0.771721995383662,0.789474504711771,0.815836661941187,0.841391097997525,0.874989073493189,0.909405085173061,0.938454725781254,0.979852142161935,0.909913513886562,0.962139053136728
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Malawi,MWI,3.83156638238556,3.49700781975315,3.42120463156504,3.59956546662667,3.77709078923941,3.88255717584324,4.06503735399477,4.45528093494848,4.79565265422842,5.19503987539978,5.55215033757714,5.82601959154814,5.93671396382959,6.25791096774186,6.60993535602394,6.79501354607558,6.96488888466092,7.24348444007397,7.5588342228799,7.99095956195073,8.05437553174012,8.42151749693159
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Malaysia,MYS,26.2882667896112,26.242651406097,27.4685064634505,28.8614147906405,30.6115704718835,32.0277773011595,33.5919474189654,35.4720216386389,36.9419872377545,36.1457232541644,38.5780438594322,40.3589832950743,42.2958847802442,43.9998538011568,46.3483886322743,48.4027091174024,48.0410435859414,49.6587637508973,52.0637808707328,54.361453099171,51.395032002571,53.0989569617026
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Maldives,MDV,375.105210885491,371.709176795584,403.636860176311,464.862030748387,498.110972189728,504.028878074125,606.386470708885,624.905870872097,672.051383113615,1015.33843693563,3055.61024369127,715.947268533867,732.870454112847,783.902031325373,845.054971982683,878.618153006214,936.363012142495,1002.41910614503,1089.30885683827,1168.81027451199,784.168502564814,1078.29340606266
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mali,MLI,1.29667585230664,1.42050090344296,1.45868971431518,1.58528287767726,1.60354014237509,1.70148704205059,1.77371082449405,1.83567748406437,1.9232970336059,2.01573688719224,2.12285184077174,2.19106191037633,2.17272853657393,2.2225941402365,2.38005790902022,2.52695032362629,2.67483501718547,2.81674721435191,2.95044367941925,3.09077152535328,3.05258657472518,3.14577024672357
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Malta,MLT,216.561316210498,204.805310981911,200.959244751935,205.006624679321,205.603362280357,205.123422838129,206.671632576053,213.777581848549,229.440231961309,255.499918633267,210.300536351573,227.995108356913,225.510967500583,208.502147712504,229.898872753495,271.310886167619,281.700258458506,289.877637308763,334.45935200369,365.220614236793,348.485029171173,412.1474782508
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mauritania,MRT,2.13207299962586,2.20327102257183,2.33096196988789,2.60591587531739,2.85941011548947,3.09238191989719,3.6593144416256,3.58724707052243,3.5753704407788,3.57886986728847,3.67264447063942,3.8258959649763,3.99691401931165,4.16281845361401,4.34077158631228,4.57414619246904,4.63182202403433,4.92226253937565,5.15716145560449,5.31914814926853,5.29996424869426,5.33932789910613
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mauritius,MUS,11.0340850091734,10.7292151998821,10.2938495206915,10.3272828894145,11.0331649851755,11.5055473826616,12.2245751491871,13.9914774073538,12.1272475512446,15.185798672937,15.7260966205889,18.2591801808017,18.5403726807057,18.3439168029547,18.6773020022559,19.6197566105374,20.1146271799696,21.2494713498883,22.81140160622,23.3131563772385,19.5280560439781,20.2930468788814
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mexico,MEX,13.8626253317699,13.6777279959416,12.981199183808,12.7130859718273,13.0788212417805,13.1799438450637,13.6697277278644,13.6610297191266,13.5944257605485,13.2606833970664,13.397242095303,13.8848041240768,13.8133227947308,14.1152946550474,13.9099261590685,14.164072702742,14.2624488041824,14.3204933357502,14.4385321328688,14.299583418071,13.0761611164792,13.8060174575332
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Moldova,MDA,2.8319408153342,4.78212509226454,5.20275328882676,5.55897327916409,6.05442654457567,6.5085085444625,6.80494289960358,7.00909120196101,7.29113387381236,7.01213208395369,7.63354212814286,8.1158215142063,8.03948460693841,8.88150187338634,9.34782699590994,9.28293713896533,9.67965354049618,10.1198520285208,10.5700464247486,10.9194358308331,9.93287308856999,11.3165222888473
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Monaco,MCO,651.569318863302,677.109071561076,695.853710434405,658.039349732789,760.115600707672,747.346695569827,804.946569001386,937.909225135516,999.428479883484,921.568343575367,940.600753878874,1006.65309625467,1016.842624243,1114.2266421625,1194.3064204154,1252.95130567538,1290.64563888582,1249.26517474818,1320.44707028036,1414.47464732185,1227.2108659803,1500.04703138907
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mongolia,MNG,7.81730243216765,7.90859069422141,8.14174539330724,8.5660621054772,9.32006985069936,10.2223438040772,10.5051519947204,11.5036107517643,12.4435510390995,12.2039363142578,13.4755746937931,16.4320103046767,19.2180494486893,22.3803181339573,25.231092210808,27.0481671105543,25.5039012713941,26.9415246599117,29.0281135820968,30.6543393976114,29.2571906380378,29.7360634335933
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Montenegro,MNE,..,..,..,..,..,..,20.6031589301935,21.0754471738435,23.7961425050938,22.4171329659094,23.0300916003653,23.7736068276849,23.1260635189058,23.9468028677323,24.373941650695,25.2003112341652,25.9435390542189,27.1671570650041,28.5466750939666,29.7065107999857,25.1593667529081,28.4410197613923
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Morocco,MAR,4.45721525045693,4.41378613218392,4.23643002778681,4.66476693494685,5.06599530828664,5.43725008915993,6.10557826617207,6.59087949036559,7.28289097178919,7.91636103601037,8.60411470438307,9.0794615172577,9.35750583366617,9.74324214332243,10.0081846785246,10.4429985663096,10.4974259612384,11.0283750759613,11.366465500346,11.6950671492209,10.855570968714,11.7408144371254
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mozambique,MOZ,5.9849644365375,6.50906924929654,6.78742341763265,6.9362813659066,7.16940215226988,7.29535771988218,7.74636658434569,8.06531091197775,8.34620351408921,8.56883264471661,8.86815782498237,9.22525715477828,9.68195666367945,10.0353387151987,10.5199280041559,11.0040636589375,11.5209234552497,11.824869307296,12.2369579646091,12.52058788315,12.3678964967687,12.6619352868373
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Myanmar,MMR,0.406951739401533,0.453116332795396,0.507605898267497,0.577878843039034,0.656266152649708,0.745314578911724,0.842772668844456,0.943833207651167,1.04062618549616,1.15041234272337,1.2612481233319,1.33177058989385,1.42942493836138,1.54986829831957,1.67649110397604,1.79372544935736,1.89888211799851,2.01539958017732,2.14174220293449,2.28264977983096,2.07610770285185,1.82663486813075
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Namibia,NAM,19.1043361333052,19.7205196062758,21.0916740842344,21.985917678951,24.6834904246047,25.3078007306522,27.0978658455773,28.5541171202807,29.3107475530221,29.3974988404554,31.1728871361808,32.7600042278615,34.418211487872,36.3506975620105,38.5653707756895,40.2098654966517,40.223454199625,39.8102595352036,40.2322242005154,39.8946146207451,36.6625915082097,37.9838486837048
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Nepal,NPL,1.40469199696935,1.47413207920692,1.4779274902827,1.53834227101749,1.61259159731704,1.67099481183351,1.7272173502549,1.78614241132206,1.89517996012647,1.98108995969277,2.07650746668058,2.14756157985573,2.24785575355037,2.32709611193271,2.46698909543013,2.56507789606973,2.57618760035043,2.80745915797972,3.02145425396654,3.22259413847857,3.14623088297756,3.2984502403015
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Netherlands,NLD,76.7954904678146,74.3355462836615,69.3881817724612,64.982468378174,62.2812423596555,59.9220450082345,63.7220940100006,68.0507075512959,70.9835574237546,64.1866011841587,67.8894248385116,74.1109118731334,69.7579627545928,70.2612106048004,80.0458187178748,92.2296605995404,99.0290797914634,103.161957892443,103.223246659362,101.661791579748,98.8755829224356,109.839889377219
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,New Zealand,NZL,35.0775363105743,33.7607623287101,33.0613738391344,32.5176928599644,31.9054499002039,31.1863035398378,30.4036565026122,30.8702148127218,30.0457407086896,29.6011502597417,29.605854616689,24.7164251075085,21.3631733008368,19.0065436299578,17.3866468462786,18.0358704592285,18.7119110571857,19.3476075377795,20.0246764890284,20.4976517739372,20.4105559278989,21.3384703447816
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Nicaragua,NIC,5.2823255288343,5.24400560034295,5.21946029850763,5.28690625092088,5.50182599075931,5.67029218711486,5.86304583945032,6.11637428632695,6.2813215799907,6.13381894154568,6.46736263904248,6.94431842382179,7.53644048847858,8.06141440740268,8.61473804347062,9.21009547602309,9.82914901328942,10.5012673111107,10.3665467767658,10.2927553605378,10.1070945597883,11.1497516607544
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Niger,NER,5.37474138954504,5.57682882762961,5.6658236299099,5.61110778739587,5.4637990339028,5.69479120406576,5.69305505706131,5.55911866998467,5.68597359358296,5.51842251093733,5.71655836512572,5.59435470481789,5.92430916292034,5.98729952964152,6.13720724088312,5.62525002988256,5.86069622077801,6.79973603371904,4.74097980233814,4.72745662388249,4.89531164148853,4.96304299526798
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Nigeria,NGA,17.439138973442,18.0274023168412,20.3031115564935,21.2952485800992,22.7438524576106,23.6776509794257,24.7272927758444,25.9590294374625,27.3026685632599,29.0645327918902,30.9377857739564,32.5799399928921,33.9580913853475,36.2235495547464,38.5091536185977,39.530683354765,38.8915240102485,39.204945598212,39.9587615681313,40.841222557388,40.1084276626215,41.5712568380289
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,North Macedonia,MKD,9.61456029991496,9.7331764066417,10.3372271017029,8.28369095607055,7.1301994674235,6.34043997681941,9.02974506987056,14.8958615809542,10.8363673772851,8.24069082471564,9.81149414258796,11.8398422359507,14.3579282735329,18.9033294111461,14.298749738742,11.6922892989355,9.91659335563618,6.54451484555191,4.99814536147976,6.99451902455907,6.73032388514491,7.10180779404168
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Norway,NOR,126.61860816728,121.050893258291,123.443287270174,123.420266273153,117.836716485909,124.096743154926,118.506690921107,118.453571851299,122.746154307168,124.249545272731,126.874478504277,129.991591214998,135.328371093272,135.606481989362,137.140365533355,143.056507039516,148.299400713401,149.539383486356,150.901086731522,152.709822189001,150.87802292313,159.257383841976
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Oman,OMN,34.9020977265853,37.3426055887357,37.4800123816688,38.8364989044096,38.1685423363839,37.8516498348848,38.2750057415202,38.8627722356478,40.9957101440077,42.1100938721754,41.8619328532238,41.8241900974892,44.2475839980802,45.2841438576395,45.8693292455083,48.1706200966777,50.6015138040368,50.7553715352292,51.4086459095517,50.8284283876473,49.1105695598887,50.3786904041617
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Pakistan,PAK,0.942003909878138,0.969234145030772,0.987139550764249,1.03293274164775,1.10582627283615,1.17783483103621,1.23870341871058,1.28306880146439,1.29918101982976,1.3473060677063,1.3513745612465,1.43243384822731,1.40981977996,1.50650549748222,1.47700193746295,1.52343113527056,1.60025385138279,1.66951568034054,1.83869823299887,2.05094060392777,1.89152417584921,1.44582981655362
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Panama,PAN,..,..,..,..,..,..,..,..,..,..,37.4332958784728,39.6264486982159,41.2133176211509,41.6819494985749,44.1075046120536,44.5678942699592,48.1405744062906,50.9057976262862,52.9003876083823,54.5419225479881,44.8218811009242,52.2027562529289
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Papua New Guinea,PNG,40.5911026923186,37.2303701769688,34.3643007863557,32.6430076203263,31.3314629598783,31.2680418044544,32.9596253844488,35.535482477289,35.4301347514135,37.8395332465828,41.6720929925309,42.1336296023722,44.0958431234537,45.7824854558078,51.9831602708348,55.4027977814287,58.4441748943281,60.5099490223443,60.3409736070713,63.0445597218439,61.0476661371847,60.7354967938185
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Paraguay,PRY,42.4151699515416,31.3707205238737,25.0078087593224,21.6922113586176,19.3172268189064,17.2427978680328,16.0489712427591,15.2160047859097,14.7225080568416,13.5505573205311,13.975234641302,13.7888526400385,12.7819724415337,13.8419911929648,14.5757881720387,15.0068163448393,15.6473111431698,16.399959147928,16.925454894811,16.8574390910029,16.7192442680429,17.390812391812
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Peru,PER,..,..,..,..,..,..,..,..,10.1205528189565,8.70266488061933,8.20446689864322,7.72162803004614,7.35136935256031,7.05480400544723,6.60586956905293,6.28392349765224,6.05576263000492,5.78615343102941,5.63281332366331,5.57762764177212,4.96780851621055,5.63127074513341
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Philippines,PHL,..,..,..,..,..,..,2.39449352674791,2.46903700797775,2.54529054034818,2.61169439827884,2.74544913088547,2.82471295455286,3.01275809509222,3.20855642609626,3.41284139638324,3.54682721350368,3.76943044750829,3.82512738658772,4.05151920934696,4.60755484165968,4.09832900184873,4.25839333652445
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Poland,POL,23.3092033286166,24.0215047956418,24.9268663433124,25.6732499830007,26.8457568200448,27.5822849949169,29.1469611226056,30.9553670883674,34.1896831312854,34.6265702736157,37.82719798782,36.3384667849211,38.3028767699448,39.3541012594532,43.239777993739,45.9469868475657,48.071281160301,51.5962050248759,57.5717666342977,64.3238623640531,65.3191412806937,65.3218121349716
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Portugal,PRT,18.1606625734209,18.9278290118437,19.5102262915809,19.7813500024201,20.6180531960816,21.2898114873697,22.6843641890226,23.031258878692,23.2745505671,22.7148005042083,23.2818305820755,23.0548143584712,22.2883436651572,22.2373415321347,22.5744013531246,23.1109304520024,23.7581370475548,34.043390924844,35.2290265758773,36.1963045742357,33.2265309636779,35.0735132532714
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Puerto Rico,PRI,116.27579303388,119.649022440129,116.990439062426,113.522451526657,119.839629762164,114.117322764756,112.091289380379,110.378146308646,107.962656322622,105.447343266012,104.627464631281,107.2733156333,110.451669520936,113.468862348444,115.642806345849,118.143428571429,116.650456742261,113.284836319331,108.344000845367,110.159265353567,105.553644929048,105.960261550605
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Qatar,QAT,205.556004779903,200.572729754255,200.910301920549,196.374866253306,221.359021357114,229.808737133088,284.50917414489,329.496830626557,380.685505929812,418.630740347011,491.911257257646,548.137348254533,564.381859490381,585.857780270767,612.458365494028,646.959822307692,664.657010244753,656.798125447242,664.90874292106,669.484917233683,645.667295044841,656.171312286627
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Romania,ROU,10.6268261856498,11.9121287351556,12.3675551522937,13.7192943435835,18.0931838150696,22.0806694289845,27.3442385146912,22.7030344684908,23.6612347164665,23.4743598791642,24.9405595504084,24.587111437303,25.4803436356092,25.8061728076721,27.4500323833771,27.5151015066226,28.7060756137865,29.2289974252207,32.743996610146,31.2208908950622,28.4350312906957,28.2258930961093
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Russian Federation,RUS,10.2823830533971,12.390262086052,13.0580792476433,14.1042449867453,15.2206968748979,15.1665739164173,17.7599666225551,19.4008513875273,20.5497033990362,19.0777038535029,17.9435339030803,21.0847507034446,21.2021119299222,22.63532957245,19.6430045355524,21.8366781261644,21.0854007070231,21.5970447422089,22.0628861233492,22.5478450648906,21.9495031594414,23.1818120028542
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Rwanda,RWA,18.2543702771313,17.4365716980303,17.6299313028462,16.280304264203,15.95399961886,16.0392119575737,15.9442222834424,15.7457764665631,16.1694923647072,15.9634228054055,16.0013425076397,16.2034003965854,16.5755921144682,16.400187203431,16.5011410147801,17.0700129643873,17.2328729005652,17.0986337988954,17.7524171315437,18.3188289957909,17.7008089584637,19.6227570886979
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Sao Tome and Principe,STP,7.98321032048358,7.58249521302262,7.26726663042488,7.33625876385905,7.11351252990669,7.13124598014062,7.32611101078351,7.18791926986665,7.24901021256197,7.12750186646887,6.89828143595311,6.7269139885251,6.63330014187108,6.69116181847379,6.7468367232447,6.59460937747609,6.68604813580352,6.96104393587545,7.26580735527759,7.41216372777196,7.60672261119781,7.75119701109599
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Saudi Arabia,SAU,17.9772973197644,17.7600701671399,17.3229098708326,18.6138798006205,19.9422943484278,20.5450009134018,20.1341807906758,20.7382663371503,22.2028062210312,22.1376695198009,23.4364934093286,26.2196129452644,27.8590359572495,28.7525364494376,29.8327791805459,29.3981586381534,30.5737628435008,30.0010860755469,30.3821930288791,30.7157086156078,29.6156148030988,31.1186399351513
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Senegal,SEN,6.5728305864789,5.72094587421242,4.91162111410009,5.14718385061526,5.34578718454127,5.5346940095611,5.62184593372387,5.738381244738,5.90548473061638,6.02381196524972,6.18303705272755,6.22054314068188,6.42343627202111,6.53183540751191,6.88962009489112,7.27714285502582,7.68604397303875,8.20530226005881,7.12726363629891,7.36890329243762,7.46779941085868,7.95649228642441
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Serbia,SRB,..,..,..,..,..,..,9.60052932786379,10.129722117014,8.98752698624083,8.81215993745009,9.3897711434951,8.74019330084608,9.38714643585324,8.81678711213521,10.360647794026,8.80729593409226,9.03464845642073,8.09580607401314,8.19704271751389,8.49395251196121,8.89288485870263,10.1015361066968
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Seychelles,SYC,83.1187941947624,81.5399910514774,82.8440299516475,78.2657135663167,76.0347854214527,82.8822970340701,90.6783124443614,98.7269797178382,96.0357353050799,93.6546483831502,97.8739139573315,107.181511132597,110.515583348861,111.901155856239,116.448473964696,126.828701268766,142.197203699985,152.085827872001,159.598065854592,168.398769349845,148.628988191817,149.44983879225
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Sierra Leone,SLE,15.2075903166515,13.8997057092722,17.1730377029348,18.3698052960208,19.1207671495427,19.5150094165232,20.3508588231313,21.9741583732665,23.1686501198112,23.9122320893069,25.4994046908391,27.0318758305144,31.1411935478645,37.7054501465463,39.4245372143748,31.3460260775143,33.335473045051,34.5868211036195,35.7879877199448,37.757296674898,37.2840659624094,39.4826524145394
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Singapore,SGP,74.6182979849717,70.5936759106238,71.1924116992475,71.4162773795273,75.4592331258814,78.7171740435268,93.5449891299376,112.092491778575,126.466481756962,142.833087885761,187.576503506163,233.5007919287,285.922893720229,362.171835581167,459.415813209272,606.893685259897,625.836633282554,667.835120096435,706.897184862792,709.575539191804,674.319995029646,739.666773711298
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Slovak Republic,SVK,41.3857930611122,44.0457873523465,47.611438655257,52.9475604344962,59.39883015058,67.6098018577671,83.7573910903772,107.593700475415,117.497876508716,117.322231846388,131.003962332116,136.082543600368,123.218162308385,129.51617085809,151.598637991642,155.471667917246,163.723366569785,168.127206752627,174.893858732103,178.201806982671,174.72039451612,181.049160511873
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Slovenia,SVN,..,..,37.9290276143495,38.7900131874766,40.1931237233784,41.3746306536231,43.5412249271449,46.355492457395,43.0991935964224,43.9384959053206,45.2528109432507,49.5777777734761,44.1022741821853,35.1244062551978,42.5494141676539,47.6136770064812,49.5947823057463,49.691293064131,50.2697373124207,52.9688317920054,47.8165232862569,55.83635539502
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Somalia,SOM,0.626069656578501,0.670035283275221,0.720569884161829,0.774916365588566,0.830015354831791,0.889032055391821,0.946697970437572,1.01007326425116,1.07769112326714,1.14983555972971,1.22680959866342,1.30893655065519,1.39656136983852,1.54961460061583,1.68873909097609,1.86541815645897,1.996647954194,2.29086990656651,2.33793158738093,2.40396210167767,2.33779350063755,2.41863972840825
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,South Africa,ZAF,17.4108199346659,17.586927167202,17.9427084025387,18.1778202240688,18.7079495861294,19.3913456185388,20.1668899307768,20.9299553838242,21.2793931621833,20.6476606217508,20.9705891532203,21.3295715163052,21.5365854175074,23.6186530756091,20.7725706064913,18.5803746226454,18.3209374473819,18.2175053512421,18.2561894535913,17.9741781968338,16.6079428202678,16.9469126981109
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,17.4780103881938,19.7728261609063,20.4398918095747,18.2337397571796,..,..,..,..,..,..
